rho,s,lambda,mu,Wq,W,Lq,Ls,P?
0.1355,7,3.5773,3.7714,0.0001,0.2653,0.0004,0.9489,0.864497
0.5966,3,6.0764,3.3951,0.0946,0.3892,0.5751,2.3649,0.403417
0.7827,9,12.2447,1.7383,0.1256,0.7009,1.5381,8.5822,0.217322
0.2849,3,6.3488,7.4276,0.0063,0.141,0.0401,0.8949,0.71508
0.7516,7,18.0824,3.4368,0.0711,0.362,1.2851,6.5465,0.248367
0.9708,2,13.3638,6.8825,2.3875,2.5328,31.9066,33.8483,0.029151
0.613,10,13.5026,2.2028,0.0193,0.4732,0.2602,6.3901,0.387013
0.9149,3,8.7072,3.1723,1.0499,1.3651,9.1415,11.8863,0.085069
0.8368,3,15.6509,6.2346,0.2365,0.3969,3.7009,6.2112,0.163228
0.4725,10,6.565,1.3896,0.0086,0.7282,0.0563,4.7808,0.52755
0.7456,1,12.0784,16.2005,0.1809,0.2426,2.1846,2.9302,0.254442
0.6715,8,1.7711,0.3297,0.3174,3.3508,0.5622,5.9345,0.328456
0.7176,10,6.1631,0.8589,0.1211,1.2855,0.7466,7.9224,0.28242
0.0413,5,17.6034,85.1912,0,0.0117,0,0.2067,0.958673
0.6399,7,10.2822,2.2956,0.0453,0.4809,0.4655,4.9445,0.360138
0.69,2,6.3312,4.5877,0.2053,0.4233,1.3,2.68,0.309987
0.6113,6,5.7337,1.5631,0.0712,0.7109,0.4081,4.0762,0.388657
0.633,1,1.5117,2.388,0.7224,1.1412,1.0921,1.7251,0.366954
0.896,1,2.4085,2.6881,3.205,3.577,7.7193,8.6153,0.104001
0.3712,3,9.0372,8.1149,0.0107,0.1339,0.0964,1.2101,0.628782
0.126,7,8.2119,9.3127,0,0.1074,0.0003,0.8821,0.874029
0.7188,1,16.9318,23.5557,0.1085,0.151,1.8374,2.5562,0.281201
0.7547,2,3.2361,2.144,0.6322,1.0986,2.0459,3.5553,0.24531
0.8817,3,9.8985,3.7424,0.5979,0.8651,5.9178,8.5628,0.118339
0.76,1,13.6812,18.0016,0.1759,0.2315,2.4066,3.1666,0.240001
0.7854,8,7.6154,1.212,0.2196,1.0446,1.6722,7.9554,0.214598
0.5973,8,19.5281,4.0869,0.0143,0.259,0.2789,5.0571,0.402718
0.6535,10,12.7837,1.9563,0.0307,0.5419,0.3923,6.927,0.346528
0.4026,1,18.9595,47.0942,0.0143,0.0355,0.2713,0.6739,0.597413
0.8353,8,1.9233,0.2878,1.4711,4.9456,2.8294,9.5118,0.164703
0.4457,10,2.5322,0.5681,0.0161,1.7764,0.0408,4.4983,0.55425
0.8844,5,15.9208,3.6003,0.355,0.6328,5.6527,10.0747,0.115595
0.8335,6,8.0989,1.6194,0.3752,0.9927,3.039,8.0402,0.166479
0.8865,1,8.3256,9.391,0.8321,0.9386,6.9279,7.8144,0.11345
0.4627,3,9.4802,6.8298,0.0222,0.1686,0.2104,1.5985,0.537311
0.0378,8,2.3973,7.9196,0,0.1263,0,0.3027,0.962162
0.2232,3,18.8861,28.2038,0.001,0.0364,0.0185,0.6881,0.77679
0.4729,7,5.902,1.7831,0.0161,0.5769,0.0948,3.4048,0.527148
0.4513,8,4.0884,1.1323,0.0152,0.8984,0.0623,3.6729,0.548676
0.3428,8,6.6598,2.4286,0.0024,0.4142,0.0162,2.7584,0.657224
0.6327,8,19.3422,3.8214,0.0202,0.2819,0.3904,5.4519,0.367311
0.1435,2,10.8414,37.7696,0.0009,0.0274,0.01,0.2971,0.85648
0.3555,3,18.0577,16.9317,0.0046,0.0637,0.0832,1.1497,0.644499
0.2938,5,10.0147,6.8163,0.002,0.1487,0.0204,1.4896,0.706153
0.5136,9,12.2224,2.6441,0.0085,0.3868,0.1045,4.727,0.48638
0.9635,5,9.9422,2.0638,2.4223,2.9068,24.0829,28.9003,0.036504
0.7597,3,8.5729,3.7616,0.2231,0.4889,1.9126,4.1917,0.240306
0.1513,1,7.1274,47.1059,0.0038,0.025,0.027,0.1783,0.848694
0.2083,6,6.5166,5.2145,0.0005,0.1923,0.0036,1.2533,0.791714
0.0133,8,8.112,75.9859,0,0.0132,0,0.1068,0.986655
0.389,5,19.8036,10.1818,0.0031,0.1014,0.0622,2.0072,0.611001
0.441,5,15.5227,7.0393,0.0068,0.1488,0.105,2.3101,0.558969
0.4496,5,7.9488,3.536,0.0143,0.2971,0.1139,2.3619,0.550402
0.8893,3,18.868,7.0726,0.3434,0.4848,6.4792,9.147,0.110741
0.6091,6,2.4035,0.6576,0.1666,1.6872,0.4004,4.0552,0.39086
0.4545,4,9.085,4.997,0.0167,0.2168,0.1515,1.9696,0.545474
0.8611,8,9.4775,1.3758,0.4027,1.1296,3.8169,10.7057,0.138908
0.2031,4,16.8366,20.7292,0.0005,0.0487,0.0081,0.8203,0.796946
0.9265,10,13.0108,1.4044,0.7305,1.4426,9.5041,18.7688,0.073536
0.7489,9,3.558,0.5279,0.3072,2.2016,1.0931,7.8333,0.25108
0.4569,5,19.7957,8.6647,0.0062,0.1216,0.1221,2.4068,0.543073
0.0822,1,4.2537,51.7654,0.0017,0.021,0.0074,0.0895,0.917827
0.4879,3,14.7482,10.0751,0.0174,0.1167,0.2566,1.7204,0.512056
0.647,2,9.0446,6.99,0.1078,0.2508,0.9749,2.2688,0.353033
0.1419,8,15.8305,13.9462,0,0.0717,0.0003,1.1354,0.858111
0.6697,10,1.4645,0.2187,0.3152,4.888,0.4616,7.1585,0.33032
0.5812,2,19.7224,16.9676,0.032,0.091,0.6319,1.7943,0.418822
0.737,4,1.5073,0.5113,0.9614,2.9173,1.4491,4.3973,0.262955
0.2114,4,9.2436,10.932,0.001,0.0925,0.0093,0.8549,0.788612
0.6243,5,18.4236,5.9025,0.0282,0.1977,0.5203,3.6417,0.375731
0.1344,1,3.5249,26.2294,0.0059,0.044,0.0209,0.1553,0.865613
0.3732,7,8.2678,3.1652,0.0037,0.3197,0.0309,2.6431,0.62684
0.8515,10,17.9309,2.1059,0.1766,0.6515,3.1666,11.6811,0.148542
0.6203,7,7.1949,1.6571,0.0542,0.6576,0.3898,4.7315,0.379746
0.2164,4,9.7313,11.2412,0.001,0.09,0.0101,0.8758,0.783579
0.1749,4,3.5073,5.0122,0.0014,0.2009,0.0049,0.7046,0.825061
0.6388,6,18.523,4.8331,0.0279,0.2348,0.5174,4.35,0.361239
0.8476,1,4.4518,5.2524,1.0587,1.2491,4.7132,5.5607,0.152422
0.5368,3,7.4017,4.5966,0.0502,0.2677,0.3714,1.9817,0.463249
0.5276,4,12.7663,6.0488,0.022,0.1873,0.2803,2.3909,0.472363
0.0406,5,12.8844,63.5005,0,0.0157,0,0.2029,0.95942
0.5118,7,7.977,2.2266,0.0176,0.4667,0.1406,3.7232,0.488193
0.9455,4,14.5805,3.8553,1.0535,1.3129,15.3606,19.1425,0.054524
0.0821,10,8.4447,10.2818,0,0.0973,0,0.8213,0.917868
0.9148,3,18.6143,6.7824,0.4903,0.6378,9.1275,11.872,0.085172
0.3341,4,5.1625,3.8626,0.0091,0.268,0.0469,1.3834,0.665868
0.9333,9,12.7965,1.5234,0.8607,1.5171,11.0141,19.4139,0.066683
0.2549,6,14.3019,9.3502,0.0006,0.1075,0.0081,1.5376,0.745071
0.01,7,2.5462,36.2397,0,0.0276,0,0.0703,0.989963
0.0514,1,1.5099,29.3924,0.0018,0.0359,0.0028,0.0542,0.94863
0.1316,1,13.5629,103.0441,0.0015,0.0112,0.02,0.1516,0.868378
0.7282,3,19.9563,9.1355,0.0751,0.1846,1.4997,3.6841,0.271844
0.4654,4,4.2481,2.2821,0.0392,0.4774,0.1665,2.028,0.534631
0.916,3,11.13,4.0504,0.8341,1.081,9.2833,12.0312,0.084037
0.8124,5,10.8773,2.6779,0.2385,0.6119,2.5945,6.6563,0.187635
0.9496,3,9.3862,3.2949,1.8249,2.1284,17.1286,19.9773,0.050433
0.3106,3,12.522,13.4381,0.0042,0.0787,0.0531,0.985,0.68939
0.196,5,9.2431,9.4329,0.0005,0.1065,0.0044,0.9843,0.804025
0.3881,7,9.7215,3.578,0.0038,0.2833,0.0371,2.7541,0.611857
0.6325,1,8.4288,13.3253,0.1292,0.2042,1.0889,1.7214,0.367458
0.9662,6,12.9047,2.2261,2.0137,2.4629,25.986,31.783,0.033832
0.6751,6,17.6786,4.3644,0.04,0.2692,0.7076,4.7582,0.3249
0.9122,9,16.562,2.0174,0.4558,0.9515,7.5486,15.7581,0.087822
0.2561,9,18.281,7.9319,0.0002,0.1262,0.003,2.3078,0.743917
0.7431,3,16.1672,7.2523,0.1039,0.2418,1.6805,3.9097,0.256921
0.1527,4,19.3755,31.7314,0.0002,0.0317,0.0031,0.6137,0.847347
0.5783,5,10.8493,3.752,0.0328,0.2993,0.3557,3.2473,0.421682
0.5648,2,5.9989,5.3104,0.0945,0.2828,0.5671,1.6967,0.43518
0.343,10,10.8147,3.1529,0.0009,0.3181,0.0101,3.4401,0.656997
0.9436,3,5.8823,2.078,2.5565,3.0377,15.0379,17.8686,0.056425
0.221,9,11.5186,5.7902,0.0001,0.1728,0.0015,1.9908,0.778965
0.069,2,8.998,65.1959,0.0002,0.0155,0.0015,0.1396,0.930993
0.3582,10,10.5871,2.9554,0.0012,0.3396,0.0126,3.5949,0.641774
0.3784,1,5.8566,15.4759,0.0393,0.104,0.2304,0.6088,0.621566
0.8154,2,10.4893,6.4318,0.3134,0.4688,3.2868,4.9177,0.184571
0.5445,6,11.5533,3.5362,0.0195,0.3023,0.2258,3.493,0.455477
0.7717,2,6.9585,4.5088,0.3335,0.5553,2.3209,3.8643,0.228342
0.3034,5,18.5655,12.2375,0.0012,0.083,0.0231,1.5402,0.69658
0.9772,5,1.1651,0.2385,34.7869,38.9806,40.5302,45.4163,0.02278
0.5329,5,11.299,4.2408,0.0214,0.2572,0.2419,2.9062,0.467128
0.4568,6,16.6374,6.0698,0.0059,0.1707,0.0982,2.8392,0.543166
0.5804,8,4.3854,0.9446,0.054,1.1127,0.2369,4.8797,0.419649
0.4628,9,6.9343,1.665,0.0086,0.6092,0.0593,4.2241,0.537243
0.8412,9,9.7287,1.2851,0.2986,1.0768,2.9053,10.476,0.158818
0.6779,4,15.0667,5.5563,0.0603,0.2403,0.9081,3.6198,0.322087
0.5867,5,8.3023,2.8303,0.0459,0.3993,0.3814,3.3147,0.413334
0.669,2,14.6695,10.9635,0.0769,0.1682,1.1287,2.4668,0.330988
0.0422,10,2.6956,6.3866,0,0.1566,0,0.4221,0.957793
0.5897,10,2.9235,0.4958,0.07,2.087,0.2046,6.1014,0.410319
0.7154,2,17.4113,12.1684,0.0889,0.1711,1.5473,2.9782,0.284566
0.1336,3,3.2275,8.0536,0.0012,0.1254,0.0039,0.4046,0.866416
0.9743,5,8.9119,1.8293,3.9942,4.5408,35.5958,40.4674,0.025673
0.7375,8,15.6196,2.6472,0.067,0.4448,1.0472,6.9476,0.262451
0.8753,5,8.417,1.9231,0.6009,1.1209,5.0581,9.4349,0.124655
0.0347,2,9.9496,143.3902,0,0.007,0.0003,0.0697,0.965306
0.2415,3,3.4495,4.7603,0.0069,0.2169,0.0237,0.7483,0.758455
0.5576,7,18.8008,4.8172,0.0116,0.2192,0.2184,4.1213,0.442449
0.9907,9,14.1333,1.5851,7.3089,7.9397,103.2982,112.2147,0.009285
0.6912,3,7.1616,3.4538,0.1591,0.4486,1.1393,3.2128,0.308809
0.7135,7,3.2396,0.6486,0.2792,1.8209,0.9045,5.8989,0.286509
0.8763,4,12.8477,3.6651,0.4147,0.6875,5.3275,8.8329,0.123652
0.5015,9,18.9837,4.2061,0.0048,0.2426,0.0916,4.605,0.498514
0.0625,5,6.6736,21.3397,0,0.0469,0.0001,0.3128,0.937454
0.0254,9,19.5725,85.562,0,0.0117,0,0.2288,0.974583
0.4112,6,4.3749,1.7731,0.014,0.5779,0.0611,2.5284,0.588776
0.8632,10,6.5008,0.7531,0.5642,1.8921,3.6676,12.2999,0.136775
0.2489,6,12.2799,8.2242,0.0006,0.1222,0.0073,1.5005,0.751142
0.0782,2,10.5984,67.7619,0.0002,0.015,0.0021,0.1585,0.921797
0.2701,4,15.7315,14.5613,0.0014,0.0701,0.0218,1.1022,0.72991
0.0471,10,6.8268,14.4874,0,0.069,0,0.4712,0.952878
0.9908,8,10.2593,1.2943,10.2452,11.0178,105.1084,113.0352,0.00915
0.5384,7,4.8264,1.2807,0.0377,0.8185,0.182,3.9504,0.461646
0.4515,9,18.5011,4.5532,0.0028,0.2224,0.052,4.1154,0.548518
0.04,9,11.213,31.1511,0,0.0321,0,0.36,0.960005
0.1699,5,16.8751,19.8684,0.0002,0.0505,0.0026,0.8519,0.830132
0.338,9,15.6251,5.1365,0.0008,0.1954,0.0118,3.0538,0.662003
0.3446,1,19.0015,55.1475,0.0095,0.0277,0.1811,0.5257,0.655442
0.3443,4,19.5204,14.1746,0.0027,0.0732,0.0523,1.4295,0.655716
0.3079,2,11.8747,19.2842,0.0068,0.0586,0.0807,0.6964,0.692113
0.1749,2,12.7227,36.3742,0.0013,0.0288,0.0169,0.3667,0.825114
0.2291,4,10.785,11.7686,0.0011,0.0861,0.0123,0.9287,0.770895
0.4781,7,11.7191,3.502,0.0085,0.2941,0.1001,3.4465,0.521943
0.0675,9,4.9902,8.2141,0,0.1217,0,0.6075,0.932498
0.0124,1,7.7065,621.4097,0,0.0016,0.0002,0.0126,0.987598
0.7755,10,3.1381,0.4046,0.4309,2.9022,1.3521,9.1075,0.224468
0.475,8,14.3887,3.7865,0.0056,0.2697,0.0809,3.881,0.524996
0.7519,9,7.4379,1.0991,0.1514,1.0613,1.1264,7.8939,0.248063
0.5795,4,6.5233,2.814,0.065,0.4203,0.4237,2.7419,0.420453
0.5449,1,11.582,21.2563,0.0563,0.1034,0.6523,1.1972,0.455125
0.3844,9,15.2183,4.3984,0.0015,0.2288,0.0226,3.4826,0.615559
0.805,9,3.4183,0.4718,0.5689,2.6885,1.9447,9.1901,0.19496
0.8709,2,18.9792,10.8957,0.2911,0.3828,5.524,7.2659,0.12905
0.4888,9,10.3719,2.3577,0.0077,0.4318,0.0796,4.4788,0.511206
0.7713,6,10.506,2.2702,0.1575,0.598,1.655,6.2829,0.228689
0.3113,7,16.6166,7.6258,0.0008,0.132,0.0136,2.1926,0.688716
0.6469,8,11.2398,2.172,0.0397,0.5001,0.4461,5.621,0.353135
0.4496,5,17.9976,8.0065,0.0063,0.1312,0.1139,2.3618,0.550427
0.2162,1,14.6598,67.813,0.0041,0.0188,0.0596,0.2758,0.78382
0.4958,1,5.7023,11.502,0.0855,0.1724,0.4874,0.9832,0.504235
0.9332,2,10.33,5.5349,1.2228,1.4035,12.6318,14.4981,0.066828
0.6601,10,11.6832,1.7698,0.0359,0.6009,0.4194,7.0207,0.339876
0.8152,9,12.6965,1.7304,0.171,0.7489,2.1709,9.508,0.184762
0.2242,8,6.8291,3.8074,0.0003,0.263,0.0023,1.7959,0.775794
0.5214,2,18.634,17.8701,0.0227,0.0787,0.4238,1.4666,0.478626
0.244,1,12.8872,52.8205,0.0061,0.025,0.0787,0.3227,0.756019
0.6803,9,7.7428,1.2646,0.0721,0.8629,0.5586,6.6813,0.319697
0.503,1,10.1351,20.1511,0.0502,0.0998,0.5089,1.0119,0.497044
0.4686,3,4.3956,3.1268,0.0502,0.37,0.2205,1.6263,0.5314
0.7153,9,1.8025,0.28,0.4355,4.0071,0.785,7.2228,0.284695
0.4388,6,11.5344,4.3809,0.0071,0.2354,0.0817,2.7146,0.561184
0.979,2,7.2431,3.6993,6.2373,6.5077,45.1776,47.1356,0.021013
0.5976,1,6.2176,10.4042,0.1427,0.2389,0.8875,1.4851,0.402396
0.4789,8,2.8564,0.7456,0.0296,1.3708,0.0844,3.9154,0.52112
0.7338,3,15.9166,7.2298,0.0984,0.2367,1.5658,3.7673,0.266156
0.4399,6,19.7598,7.4865,0.0042,0.1378,0.0827,2.722,0.560103
0.9968,1,9.5626,9.5936,32.119,32.2232,307.141,308.1378,0.003235
0.3301,5,18.2104,11.0327,0.0018,0.0924,0.0321,1.6827,0.669884
0.7241,2,2.3439,1.6185,0.7012,1.319,1.6434,3.0916,0.275923
0.3139,4,13.7767,10.972,0.0027,0.0939,0.0374,1.293,0.686093
0.5201,1,13.2523,25.4809,0.0425,0.0818,0.5636,1.0837,0.479913
0.9551,2,18.2606,9.56,1.0885,1.1931,19.8768,21.7869,0.04495
0.5838,6,8.3804,2.3924,0.0383,0.4563,0.3208,3.8238,0.416168
0.1699,6,4.3693,4.287,0.0004,0.2336,0.0016,1.0208,0.830133
0.2872,8,19.9679,8.6908,0.0004,0.1154,0.0071,2.3046,0.712802
0.4303,4,8.1373,4.7272,0.015,0.2265,0.122,1.8434,0.569659
0.0031,3,4.1993,458.9175,0,0.0022,0,0.0092,0.99695
0.2172,8,8.0978,4.6593,0.0002,0.2149,0.002,1.7399,0.782753
0.1834,3,7.7499,14.0892,0.0013,0.0723,0.0101,0.5602,0.816647
0.7233,8,18.2052,3.1463,0.0502,0.368,0.9142,6.7004,0.276726
0.6873,6,16.0833,3.9001,0.0489,0.3053,0.7862,4.91,0.312701
0.8061,6,14.5066,2.9992,0.1588,0.4922,2.3034,7.1403,0.193852
0.3594,8,15.4981,5.3898,0.0013,0.1868,0.0203,2.8958,0.64057
0.1918,5,18.5636,19.3614,0.0002,0.0519,0.0041,0.9629,0.808241
0.8578,1,2.9247,3.4097,1.7687,2.062,5.173,6.0308,0.142232
0.9273,8,14.6244,1.9714,0.6827,1.19,9.9841,17.4024,0.072711
0.7319,5,19.472,5.3207,0.065,0.2529,1.2655,4.9252,0.268066
0.0843,1,4.5458,53.9035,0.0017,0.0203,0.0078,0.0921,0.915668
0.7513,9,17.7247,2.6214,0.0631,0.4446,1.119,7.8805,0.248724
0.712,8,10.4646,1.8371,0.0785,0.6229,0.8219,6.5181,0.287979
0.483,3,18.79,12.9677,0.0131,0.0903,0.2469,1.6959,0.517007
0.0402,7,6.2198,22.1291,0,0.0452,0,0.2811,0.959847
0.1203,3,8.0943,22.4351,0.0004,0.0449,0.0028,0.3636,0.879738
0.9323,6,5.5245,0.9876,2.0574,3.07,11.3662,16.9601,0.067686
0.5604,3,6.9303,4.1225,0.0638,0.3064,0.442,2.1231,0.439639
0.589,10,2.8878,0.4903,0.0704,2.11,0.2032,6.0933,0.410994
0.7328,6,15.7537,3.583,0.0742,0.3533,1.1694,5.5662,0.267205
0.5008,4,14.2863,7.1322,0.0157,0.1559,0.2248,2.2279,0.499232
0.1774,4,19.2303,27.0975,0.0003,0.0372,0.0051,0.7148,0.822582
0.6513,2,8.5864,6.5917,0.1168,0.2685,1.0033,2.3059,0.348697
0.8726,5,15.0325,3.4456,0.3255,0.6158,4.8935,9.2563,0.127436
0.9706,9,14.7161,1.6846,2.0228,2.6164,29.7682,38.5036,0.029397
0.3132,3,9.3867,9.9912,0.0058,0.1059,0.0546,0.9941,0.686834
0.0381,8,5.5866,18.3398,0,0.0545,0,0.3046,0.961923
0.8389,4,17.3696,5.1764,0.205,0.3982,3.5612,6.9167,0.161114
0.0357,6,14.7646,68.9884,0,0.0145,0,0.214,0.964331
0.2122,3,10.9556,17.2067,0.0014,0.0596,0.0158,0.6525,0.787764
0.951,1,10.8939,11.4553,1.6939,1.7812,18.453,19.404,0.04901
0.4467,4,4.8134,2.6938,0.0294,0.4006,0.1414,1.9282,0.553297
0.0304,3,4.867,53.2998,0,0.0188,0.0001,0.0914,0.969562
0.8849,10,13.8527,1.5655,0.3533,0.9921,4.8945,13.7433,0.11512
0.4823,9,9.7478,2.2456,0.0076,0.4529,0.0741,4.415,0.517674
0.5266,7,15.5215,4.2109,0.0105,0.2479,0.1624,3.8485,0.473418
0.43,5,5.4427,2.5314,0.0173,0.4124,0.0943,2.2443,0.569993
0.607,2,11.8528,9.7638,0.0632,0.1656,0.749,1.9629,0.393022
0.115,8,3.1227,3.3944,0,0.2946,0.0001,0.9201,0.885004
0.4247,8,1.2612,0.3712,0.0364,2.7305,0.0459,3.4436,0.575288
0.3501,2,19.3954,27.6999,0.0061,0.0422,0.1177,0.8179,0.649901
0.42,7,12.0902,4.112,0.0044,0.2476,0.0537,2.9939,0.579967
0.2225,9,17.2268,8.6013,0.0001,0.1164,0.0016,2.0044,0.777465
0.5029,6,7.9088,2.621,0.0194,0.401,0.1537,3.1712,0.497088
0.0471,6,3.6133,12.7963,0,0.0782,0,0.2824,0.952938
0.6312,2,6.5585,5.1955,0.1339,0.3264,0.8783,2.1407,0.368825
0.5691,8,18.0032,3.9543,0.0118,0.2647,0.2123,4.7651,0.430898
0.6386,2,13.9501,10.922,0.0661,0.1577,0.9225,2.1998,0.361377
0.4179,10,11.4691,2.7447,0.0025,0.3668,0.0287,4.2074,0.582132
0.3132,8,19.6108,7.8278,0.0005,0.1283,0.0106,2.5158,0.686842
0.8095,1,15.6291,19.3075,0.2201,0.2719,3.4394,4.2489,0.190516
0.7249,8,15.9805,2.7556,0.0581,0.421,0.9285,6.7277,0.27509
0.5001,5,12.3195,4.9267,0.0147,0.2177,0.1814,2.682,0.499885
0.8044,4,3.4594,1.0752,0.7422,1.6723,2.5677,5.7852,0.195641
0.9891,4,17.0161,4.3009,5.203,5.4355,88.5351,92.4915,0.01091
0.1705,6,19.2045,18.7766,0.0001,0.0533,0.0016,1.0244,0.829535
0.972,8,15.0061,1.9297,2.1121,2.6303,31.6936,39.4699,0.027974
0.2088,2,18.6762,44.726,0.0015,0.0238,0.0272,0.4448,0.791215
0.044,6,16.3102,61.8436,0,0.0162,0,0.2637,0.956044
0.3996,6,8.936,3.727,0.006,0.2743,0.0538,2.4515,0.600395
0.6524,7,1.3543,0.2965,0.385,3.7573,0.5214,5.0885,0.347551
0.8961,7,15.6924,2.5018,0.3953,0.795,6.2027,12.4751,0.103938
0.3007,8,4.3917,1.8254,0.002,0.5498,0.0087,2.4147,0.69926
0.3523,5,17.0984,9.7075,0.0024,0.1054,0.0416,1.8029,0.64773
0.0009,7,11.6744,1950.8166,0,0.0005,0,0.006,0.999145
0.0014,3,15.2983,3528.1576,0,0.0003,0,0.0043,0.998555
0.9767,10,16.3754,1.6766,2.3499,2.9464,38.4807,48.248,0.02327
0.984,6,17.7244,3.002,3.326,3.6591,58.9516,64.8557,0.015971
0.6173,2,2.2606,1.8309,0.3547,0.9009,0.8018,2.0365,0.382657
0.9258,2,4.144,2.238,2.6931,3.1399,11.1603,13.0119,0.074186
0.6798,9,8.1105,1.3256,0.0686,0.823,0.556,6.6746,0.320165
0.7661,2,12.4561,8.1299,0.1787,0.3017,2.2255,3.7577,0.233929
0.7426,8,6.8919,1.16,0.1595,1.0216,1.0995,7.0406,0.257365
0.8357,2,1.2386,0.7411,3.1651,4.5144,3.9202,5.5916,0.164329
0.9086,7,17.6803,2.7799,0.4217,0.7814,7.4554,13.8155,0.091411
0.1852,5,2.045,2.2083,0.0017,0.4546,0.0036,0.9296,0.814787
0.7581,4,13.3314,4.3964,0.1291,0.3566,1.7217,4.754,0.241921
0.1631,9,10.451,7.1177,0,0.1405,0.0004,1.4687,0.836854
0.5522,4,3.9029,1.7671,0.0875,0.6534,0.3413,2.55,0.447846
0.2439,8,14.8519,7.6118,0.0002,0.1316,0.0033,1.9545,0.756103
0.6856,5,10.8267,3.1581,0.0795,0.3961,0.8606,4.2889,0.314352
0.106,4,11.009,25.9664,0.0001,0.0386,0.0009,0.4249,0.894007
0.3903,10,7.8304,2.0062,0.0025,0.501,0.0199,3.923,0.609686
0.9602,1,2.3469,2.4442,9.8676,10.2767,23.1583,24.1185,0.039811
0.6879,10,18.6097,2.7051,0.0298,0.3995,0.5544,7.4338,0.31206
0.1276,1,5.0001,39.1887,0.0037,0.0292,0.0187,0.1463,0.87241
0.5935,6,10.2495,2.8784,0.0341,0.3815,0.3492,3.9101,0.406521
0.8678,9,19.6098,2.5109,0.2045,0.6028,4.0111,11.8211,0.13222
0.5682,2,19.3966,17.0692,0.0299,0.0885,0.5798,1.7162,0.431824
0.4569,1,7.8711,17.2256,0.0488,0.1069,0.3845,0.8414,0.543058
0.2227,10,17.1811,7.7154,0.0001,0.1297,0.0011,2.228,0.777314
0.516,6,6.8295,2.206,0.0254,0.4788,0.1738,3.2697,0.484013
0.2702,2,6.8883,12.7465,0.0081,0.0865,0.0556,0.596,0.729796
0.5887,2,19.9281,16.9262,0.0333,0.0924,0.6639,1.8413,0.411323
0.7296,5,12.3807,3.3939,0.1002,0.3949,1.2407,4.8887,0.270407
0.9698,2,7.8043,4.0239,3.9291,4.1776,30.6636,32.6031,0.030248
0.3785,2,14.2698,18.8505,0.0104,0.0635,0.1489,0.9059,0.621502
0.7831,8,16.8367,2.6877,0.097,0.4691,1.6332,7.8976,0.21695
0.4565,4,4.8379,2.6495,0.0319,0.4093,0.1541,1.98,0.543515
0.3096,1,8.4419,27.2636,0.0165,0.0531,0.1389,0.4485,0.69036
0.6182,8,9.7104,1.9636,0.035,0.5443,0.3403,5.2855,0.381845
0.5659,4,16.1217,7.1217,0.0236,0.164,0.3807,2.6445,0.434061
0.1363,10,19.277,14.1457,0,0.0707,0.0001,1.3628,0.863725
0.1318,10,3.2594,2.4722,0,0.4045,0.0001,1.3185,0.868157
0.3549,10,19.864,5.5971,0.0006,0.1793,0.012,3.561,0.645102
0.2288,5,10.6674,9.3227,0.0007,0.108,0.0078,1.1521,0.771152
0.3925,1,10.6563,27.1502,0.0238,0.0606,0.2536,0.6461,0.607505
0.0482,2,4.8833,50.6803,0.0001,0.0199,0.0006,0.097,0.951822
0.0951,7,6.3688,9.5697,0,0.1045,0.0001,0.6656,0.904926
0.3289,1,16.2175,49.3074,0.0099,0.0302,0.1612,0.4901,0.671094
0.2393,4,6.6688,6.9668,0.0021,0.1457,0.0143,0.9715,0.760693
0.1861,10,15.5495,8.3561,0,0.1197,0.0005,1.8613,0.813915
0.9857,10,8.3474,0.8469,7.8041,8.9849,65.1441,75.0006,0.014345
0.1889,9,4.875,2.868,0.0001,0.3488,0.0007,1.7005,0.811133
0.5815,9,3.2417,0.6194,0.0652,1.6797,0.2115,5.445,0.418505
0.6886,3,17.603,8.5208,0.0635,0.1809,1.1181,3.184,0.311368
0.3142,2,18.9066,30.083,0.0045,0.0378,0.0856,0.7141,0.68576
0.3971,2,9.6023,12.0902,0.018,0.1007,0.1727,0.9669,0.60289
0.7145,7,12.0366,2.4067,0.0758,0.4913,0.9126,5.9139,0.28553
0.2145,1,1.9986,9.3171,0.0293,0.1366,0.0586,0.2731,0.785491
0.0091,1,13.6378,1506.6495,0,0.0007,0.0001,0.0091,0.990948
0.3076,9,19.7213,7.1228,0.0004,0.1408,0.0074,2.7762,0.692361
0.8243,3,12.9496,5.2368,0.2544,0.4453,3.2942,5.767,0.175733
0.438,10,15.8002,3.6071,0.0023,0.2796,0.0371,4.4174,0.561966
0.1389,5,17.1167,24.6395,0.0001,0.0407,0.0012,0.6959,0.861063
0.5401,9,9.4129,1.9365,0.0147,0.5311,0.1383,4.999,0.459918
0.4875,1,1.6109,3.3041,0.2879,0.5906,0.4638,0.9514,0.512454
0.5491,7,19.6811,5.1199,0.0102,0.2056,0.2017,4.0457,0.450853
0.4134,4,17.4033,10.5253,0.006,0.101,0.1043,1.7578,0.586631
0.4797,3,4.2178,2.9309,0.0571,0.3982,0.2406,1.6797,0.520306
0.1716,5,17.8854,20.8464,0.0002,0.0481,0.0027,0.8607,0.828408
0.7534,4,11.4241,3.7908,0.145,0.4088,1.6565,4.6701,0.246585
0.6824,7,13.542,2.8348,0.0504,0.4032,0.683,5.4602,0.317555
0.7774,8,14.5359,2.3374,0.1061,0.534,1.5428,7.7617,0.222647
0.7343,5,3.3722,0.9185,0.3829,1.4717,1.2913,4.9629,0.265684
