rho,s,lambda,mu,Wq,W,Lq,Ls,P?
0.7381,10,4.0999,0.5555,0.224,2.0242,0.9185,8.2991,0.261942
0.7298,2,7.6377,5.2326,0.224,0.4151,1.7111,3.1708,0.270184
0.7249,7,4.479,0.8827,0.2241,1.357,1.0036,6.0779,0.275111
0.7111,9,3.3601,0.525,0.2242,2.1288,0.7533,7.1531,0.288919
0.6752,1,6.2619,9.274,0.2242,0.332,1.4037,2.0789,0.324791
0.8661,8,18.0915,2.6109,0.2245,0.6075,4.0607,10.9899,0.133852
0.829,6,12.908,2.5952,0.2245,0.6098,2.898,7.8717,0.171038
0.7067,5,4.5527,1.2883,0.2251,1.0013,1.0247,4.5585,0.29325
0.7637,2,9.6995,6.3504,0.2254,0.3829,2.1864,3.7138,0.236309
0.7866,5,9.0476,2.3004,0.2255,0.6602,2.0403,5.9733,0.213398
0.7665,7,6.558,1.2222,0.2255,1.0437,1.4788,6.8445,0.233467
0.8411,6,14.5952,2.8922,0.2256,0.5714,3.2928,8.3392,0.158925
0.6216,1,4.5227,7.2764,0.2257,0.3631,1.0208,1.6424,0.378447
0.8561,5,17.9659,4.1971,0.2258,0.4641,4.057,8.3375,0.143898
0.8591,4,19.4283,5.6538,0.2259,0.4028,4.3897,7.826,0.140918
0.7368,4,6.4018,2.1722,0.2259,0.6863,1.4461,4.3933,0.263209
0.8457,4,16.8728,4.9878,0.2261,0.4266,3.8148,7.1976,0.154299
0.7256,3,6.5031,2.9877,0.2261,0.5608,1.4705,3.6471,0.274447
0.688,8,2.8978,0.5265,0.2263,2.1256,0.6557,6.1595,0.312021
0.5769,5,1.5529,0.5384,0.2263,2.0838,0.3515,3.2359,0.42312
0.8043,1,14.6015,18.1544,0.2264,0.2815,3.3054,4.1097,0.195705
0.7841,3,10.2818,4.3707,0.2265,0.4553,2.3289,4.6813,0.215853
0.8417,1,19.7032,23.4092,0.2271,0.2698,4.4749,5.3166,0.158313
0.822,9,10.2939,1.3915,0.2271,0.9457,2.3373,9.735,0.178035
0.8037,3,12.0922,5.015,0.2271,0.4265,2.7465,5.1577,0.196265
0.7164,2,6.8594,4.7872,0.2271,0.436,1.5581,2.9909,0.283571
0.712,6,4.2911,1.0044,0.2271,1.2227,0.9744,5.2466,0.28797
0.7205,8,3.9185,0.6798,0.2272,1.6981,0.8903,6.6541,0.279524
0.7759,4,8.7953,2.8339,0.2274,0.5803,2.0005,5.1041,0.224089
0.8265,1,17.303,20.9365,0.2275,0.2752,3.9356,4.7621,0.173549
0.8479,2,19.2749,11.3657,0.2278,0.3158,4.3905,6.0864,0.15206
0.6167,1,4.3564,7.0638,0.2278,0.3694,0.9923,1.6091,0.383278
0.8608,9,16.1173,2.0804,0.228,0.7086,3.6743,11.4214,0.139211
0.8122,9,9.2074,1.2596,0.2281,1.022,2.1001,9.4097,0.187815
0.8151,8,9.9469,1.5254,0.2284,0.884,2.2722,8.7932,0.184881
0.693,5,4.0029,1.1552,0.2284,1.094,0.9144,4.3793,0.307007
0.8739,10,18.4377,2.1098,0.2286,0.7026,4.2153,12.9545,0.126081
0.866,5,19.8185,4.5773,0.2286,0.4471,4.5314,8.8612,0.134043
0.749,1,9.775,13.0499,0.2287,0.3054,2.2358,2.9848,0.250954
0.8716,9,18.3749,2.3425,0.2291,0.656,4.2106,12.0547,0.128432
0.6256,1,4.5647,7.2961,0.2291,0.3661,1.0456,1.6712,0.374361
0.8142,4,12.251,3.7616,0.2294,0.4952,2.8101,6.0669,0.185787
0.7358,2,7.7765,5.2847,0.2295,0.4187,1.7847,3.2563,0.26424
0.8406,2,17.8644,10.6257,0.2296,0.3237,4.1011,5.7823,0.159374
0.813,8,9.6798,1.4882,0.2296,0.9016,2.2229,8.7273,0.186951
0.8405,10,12.0859,1.4379,0.2297,0.9251,2.7757,11.1808,0.159485
0.792,4,10.0106,3.1597,0.2298,0.5463,2.3006,5.4687,0.207959
0.7903,1,12.9495,16.3855,0.23,0.291,2.9785,3.7688,0.209696
0.7704,1,11.2355,14.5846,0.23,0.2986,2.5844,3.3547,0.229634
0.7217,1,8.1349,11.2726,0.23,0.3187,1.871,2.5927,0.278346
0.6476,2,4.2546,3.285,0.2301,0.5345,0.9789,2.274,0.352416
0.6316,10,1.3675,0.2165,0.2301,4.8489,0.3146,6.6309,0.36837
0.7936,3,10.9388,4.5949,0.2302,0.4479,2.5185,4.8992,0.206447
0.5871,3,2.3316,1.3237,0.2304,0.9858,0.5371,2.2985,0.412866
0.56,2,2.3845,2.1289,0.2304,0.7001,0.5494,1.6694,0.439958
0.7707,9,5.9058,0.8514,0.2305,1.405,1.3612,8.2979,0.229256
0.863,5,18.971,4.3968,0.2308,0.4583,4.3792,8.6939,0.137046
0.7236,4,5.6306,1.9454,0.2309,0.7449,1.3003,4.1945,0.276437
0.7961,1,13.4535,16.8988,0.2311,0.2902,3.1087,3.9048,0.20388
0.8576,4,18.6755,5.4443,0.2313,0.415,4.3194,7.7497,0.142421
0.7847,2,11.0907,7.0668,0.2313,0.3728,2.5649,4.1343,0.21529
0.6865,4,4.1961,1.5281,0.2314,0.8858,0.9708,3.7168,0.313512
0.8019,10,7.7395,0.9652,0.2315,1.2675,1.7914,9.8099,0.198145
0.6813,1,6.2878,9.2293,0.2316,0.34,1.4563,2.1376,0.318713
0.754,2,8.7859,5.826,0.2317,0.4034,2.0359,3.5439,0.24598
0.8382,3,16.1806,6.4349,0.2318,0.3872,3.7506,6.2652,0.161826
0.8046,8,8.7794,1.3639,0.2318,0.965,2.035,8.472,0.195381
0.8442,7,14.0569,2.3787,0.232,0.6524,3.261,9.1706,0.155772
0.6588,1,5.4815,8.3206,0.232,0.3522,1.272,1.9307,0.341211
0.8664,7,18.173,2.9965,0.2321,0.5658,4.2179,10.2827,0.133595
0.7506,3,7.6745,3.4082,0.2321,0.5255,1.7811,4.0329,0.249406
0.7848,1,12.3179,15.6962,0.2323,0.296,2.8614,3.6461,0.215233
0.8725,8,18.9001,2.7077,0.2327,0.602,4.3981,11.3783,0.127484
0.8305,2,16.0841,9.6833,0.2328,0.336,3.7436,5.4046,0.169491
0.8066,6,9.9377,2.0535,0.2328,0.7198,2.3133,7.1528,0.193415
0.8631,5,18.8148,4.36,0.233,0.4624,4.3844,8.6997,0.136939
0.8438,7,13.9252,2.3576,0.233,0.6572,3.2449,9.1514,0.156215
0.8096,6,10.2256,2.1051,0.233,0.7081,2.3828,7.2403,0.190408
0.8095,2,13.42,8.289,0.2331,0.3537,3.1283,4.7473,0.190493
0.7911,7,8.0373,1.4514,0.2333,0.9223,1.8749,7.4127,0.208899
0.776,7,6.9386,1.2773,0.2334,1.0162,1.6191,7.0513,0.223979
0.8163,1,15.5347,19.0308,0.2335,0.286,3.6271,4.4434,0.183709
0.7887,4,9.5669,3.0326,0.2335,0.5632,2.2337,5.3884,0.211322
0.8279,6,12.2748,2.4709,0.2336,0.6383,2.8676,7.8353,0.172055
0.8184,9,9.615,1.3055,0.2336,0.9996,2.246,9.6112,0.181649
0.7347,5,5.5439,1.5093,0.2336,0.8962,1.2951,4.9683,0.265344
0.8219,3,13.7741,5.5866,0.234,0.413,3.2228,5.6884,0.178145
0.5559,3,1.8285,1.0964,0.234,1.146,0.4278,2.0955,0.444111
0.8035,5,10.1782,2.5335,0.2343,0.629,2.3851,6.4026,0.1965
0.8353,8,12.0713,1.8064,0.2344,0.788,2.83,9.5126,0.164683
0.6712,4,3.6741,1.3686,0.2345,0.9652,0.8618,3.5464,0.328843
0.765,3,8.4927,3.7004,0.2349,0.5052,1.9952,4.2903,0.234966
0.7031,3,5.2909,2.5085,0.235,0.6336,1.2432,3.3524,0.296945
0.851,9,13.8779,1.8119,0.2352,0.7871,3.2637,10.9231,0.14895
0.7507,1,9.6126,12.8041,0.2352,0.3133,2.2612,3.0119,0.249258
0.8472,1,19.9625,23.5631,0.2353,0.2777,4.697,5.5442,0.152806
0.7328,4,5.9514,2.0303,0.2353,0.7278,1.4004,4.3316,0.267192
0.8069,8,8.8542,1.3716,0.2354,0.9645,2.0845,8.5399,0.193073
0.8414,4,15.4764,4.5985,0.2359,0.4534,3.6511,7.0166,0.158624
0.7192,10,3.216,0.4472,0.2359,2.4721,0.7586,7.9501,0.280842
0.7048,3,5.3255,2.5188,0.2364,0.6334,1.2591,3.3734,0.295227
0.8568,6,16.5555,3.2204,0.2366,0.5471,3.9168,9.0576,0.143198
0.7806,9,6.3533,0.9043,0.2371,1.3429,1.5061,8.5318,0.219366
0.6806,1,6.1178,8.9886,0.2371,0.3483,1.4504,2.131,0.319385
0.6618,1,5.462,8.2531,0.2371,0.3583,1.2951,1.9569,0.338192
0.8542,3,18.5176,7.2262,0.2372,0.3755,4.3916,6.9542,0.145809
0.8464,5,15.3975,3.6385,0.2372,0.512,3.6521,7.8839,0.15364
0.8158,9,9.2066,1.254,0.2372,1.0347,2.1838,9.5258,0.18422
0.8565,9,14.6872,1.9053,0.2373,0.7622,3.4855,11.1939,0.143506
0.8262,3,14.1281,5.7001,0.2373,0.4127,3.3527,5.8312,0.173811
0.7325,6,4.9166,1.1187,0.2373,1.1312,1.1665,5.5616,0.267488
0.8146,10,8.6865,1.0663,0.2374,1.1752,2.0622,10.2085,0.185371
0.869,6,19.0184,3.6474,0.2375,0.5117,4.5165,9.7308,0.130954
0.8001,3,11.1948,4.664,0.2378,0.4522,2.6618,5.0621,0.199915
0.8457,7,13.9331,2.3536,0.2379,0.6628,3.3148,9.2346,0.154309
0.7048,7,3.5145,0.7124,0.2379,1.6417,0.836,5.7696,0.295192
0.7967,7,8.3157,1.4911,0.2384,0.909,1.9822,7.5592,0.203278
0.7844,9,6.5565,0.9287,0.2388,1.3156,1.5659,8.6255,0.21559
0.8484,6,14.9202,2.9312,0.2389,0.5801,3.5646,8.6548,0.15163
0.8494,7,14.4558,2.4312,0.2391,0.6504,3.4569,9.4027,0.150588
0.7217,5,4.8541,1.3452,0.2391,0.9825,1.1608,4.7692,0.278315
0.811,4,11.3989,3.5141,0.2392,0.5238,2.7267,5.9705,0.189049
0.583,1,3.4088,5.8466,0.2392,0.4102,0.8153,1.3983,0.416962
0.8147,10,8.6287,1.0591,0.2393,1.1835,2.0649,10.2123,0.185253
0.7917,6,8.3729,1.7626,0.2393,0.8067,2.0038,6.7542,0.208276
0.8749,10,17.822,2.0371,0.2395,0.7304,4.2688,13.0174,0.125135
0.7101,2,6.2262,4.3842,0.2395,0.4676,1.491,2.9111,0.289931
0.84,5,14.26,3.3953,0.2396,0.5341,3.4161,7.616,0.160011
0.7039,7,3.4601,0.7022,0.2396,1.6637,0.8291,5.7564,0.296099
0.5672,4,1.6047,0.7073,0.2396,1.6535,0.3846,2.6534,0.432796
0.8555,6,16.0835,3.1334,0.2399,0.559,3.8584,8.9913,0.144524
0.6426,1,4.8162,7.4949,0.2399,0.3733,1.1554,1.798,0.357403
0.6136,1,4.0614,6.6194,0.2399,0.3909,0.9741,1.5877,0.386444
0.833,2,15.9449,9.5703,0.2401,0.3446,3.8288,5.4949,0.166959
0.8715,9,17.5199,2.2336,0.2402,0.688,4.2091,12.053,0.12846
0.8191,10,9.0164,1.1008,0.2403,1.1487,2.1669,10.3574,0.180949
0.8013,2,12.1736,7.596,0.2403,0.372,2.9257,4.5283,0.198679
0.8706,7,18.4526,3.0278,0.2407,0.571,4.4418,10.5363,0.129359
0.8595,7,16.128,2.6808,0.2407,0.6138,3.8824,9.8987,0.14054
0.8551,10,13.7662,1.6098,0.2407,0.8619,3.3134,11.8649,0.14486
0.7789,1,11.3985,14.6342,0.2407,0.3091,2.7438,3.5227,0.221106
0.7514,4,6.7659,2.2511,0.2408,0.685,1.6293,4.6349,0.248594
0.8173,6,10.6727,2.1765,0.241,0.7005,2.5722,7.4758,0.182727
0.7058,8,3.2158,0.5695,0.241,1.9969,0.7751,6.4215,0.294199
0.864,10,15.3483,1.7765,0.2412,0.8041,3.7018,12.3413,0.13605
0.7607,7,5.8018,1.0895,0.2412,1.159,1.3995,6.7244,0.239289
0.7864,6,7.8901,1.6722,0.2414,0.8394,1.9049,6.6232,0.213616
0.6423,3,3.3106,1.7182,0.2414,0.8234,0.799,2.7258,0.357739
0.6869,4,4.0324,1.4676,0.2415,0.9229,0.9739,3.7215,0.313101
0.6982,1,6.6835,9.5727,0.2417,0.3461,1.6151,2.3133,0.301817
0.807,9,8.2057,1.1298,0.242,1.1271,1.9855,9.2483,0.193021
0.8043,4,10.6074,3.2969,0.242,0.5453,2.5672,5.7846,0.195663
0.8595,3,19.1542,7.4282,0.2422,0.3768,4.6394,7.2179,0.140475
0.853,5,16.189,3.7959,0.2422,0.5056,3.9207,8.1856,0.147026
0.8348,4,14.1037,4.2239,0.2424,0.4791,3.4183,6.7573,0.165247
0.8116,9,8.6075,1.1784,0.2424,1.091,2.0868,9.3912,0.1884
0.77,4,7.8447,2.5471,0.2425,0.6351,1.902,4.9818,0.230033
0.6812,2,5.051,3.7076,0.2425,0.5122,1.2246,2.587,0.318827
0.8188,4,12.0932,3.6922,0.2426,0.5135,2.9339,6.2093,0.18116
0.7508,7,5.2558,1,0.2426,1.2426,1.2752,6.5309,0.249189
0.7557,1,9.6322,12.7454,0.2427,0.3212,2.3382,3.094,0.244263
0.7855,6,7.7804,1.6509,0.2428,0.8485,1.8889,6.6019,0.214508
0.7348,5,5.342,1.4539,0.2428,0.9306,1.2971,4.9712,0.265163
0.5948,3,2.3392,1.3108,0.2428,1.0057,0.5679,2.3525,0.405155
0.8515,4,16.6755,4.896,0.2429,0.4471,4.0497,7.4557,0.148516
0.845,9,12.5023,1.644,0.243,0.8512,3.0375,10.6424,0.155009
0.8385,3,15.4814,6.1544,0.243,0.4055,3.7624,6.2779,0.161498
0.8716,10,16.8066,1.9284,0.2431,0.7617,4.0853,12.8008,0.128449
0.7962,10,6.9256,0.8699,0.2431,1.3927,1.6839,9.6454,0.203849
0.8361,10,10.8337,1.2957,0.2433,1.0151,2.6358,10.9971,0.163874
0.7346,10,3.6466,0.4964,0.2433,2.2579,0.8871,8.2335,0.265363
0.6156,6,1.7395,0.4709,0.2435,2.367,0.4236,4.1174,0.384369
0.8179,3,12.7641,5.2021,0.2436,0.4358,3.1094,5.5631,0.182123
0.7074,2,6.0076,4.2465,0.2436,0.4791,1.4634,2.8781,0.292638
0.7009,9,2.7999,0.4439,0.2436,2.4964,0.682,6.9898,0.299137
0.8084,6,9.6623,1.992,0.2438,0.7458,2.3552,7.2057,0.191586
0.7088,1,7.0704,9.9758,0.2439,0.3442,1.7248,2.4335,0.291246
0.7764,8,6.2611,1.0081,0.244,1.236,1.5277,7.7386,0.223637
0.8765,7,19.5906,3.1928,0.2441,0.5573,4.782,10.9179,0.123451
0.8542,6,15.5779,3.0395,0.2441,0.5731,3.8025,8.9276,0.14582
0.7817,10,5.9105,0.7561,0.2441,1.5667,1.4428,9.2597,0.218311
0.7465,5,5.8673,1.572,0.2441,0.8803,1.4324,5.1648,0.253529
0.7105,1,7.136,10.043,0.2444,0.344,1.7442,2.4547,0.289458
0.8109,1,14.2185,17.5334,0.2446,0.3017,3.4783,4.2892,0.189063
0.8316,5,12.8096,3.0806,0.2448,0.5694,3.1357,7.2938,0.168377
0.804,2,12.2168,7.5973,0.2448,0.3764,2.9905,4.5985,0.19598
0.7932,5,8.852,2.2319,0.2448,0.6929,2.1674,6.1334,0.206791
0.7494,8,4.7959,0.7999,0.2448,1.4949,1.1739,7.1695,0.250559
0.788,4,9.0679,2.8769,0.2449,0.5925,2.2205,5.3726,0.211998
0.6813,1,5.9467,8.7281,0.245,0.3595,1.4567,2.138,0.318672
0.6219,3,2.8148,1.5088,0.2451,0.9079,0.69,2.5555,0.37814
0.8381,3,15.2824,6.0781,0.2453,0.4098,3.7487,6.263,0.161881
0.8292,8,10.7751,1.6244,0.2453,0.8609,2.6436,9.2768,0.170846
0.6746,9,2.1532,0.3547,0.2454,3.0649,0.5283,6.5994,0.325438
0.881,9,19.4257,2.4499,0.2455,0.6537,4.7696,12.6987,0.118983
0.7947,3,10.3518,4.3422,0.2456,0.4759,2.5424,4.9264,0.205329
0.7756,8,6.1705,0.9945,0.2457,1.2512,1.516,7.7207,0.224414
0.6053,8,1.2251,0.253,0.2459,4.1988,0.3012,5.1439,0.394661
0.8267,6,11.505,2.3195,0.246,0.6772,2.8307,7.7908,0.173313
0.6493,2,4.0249,3.0992,0.246,0.5687,0.9903,2.289,0.35066
0.785,3,9.527,4.0457,0.2461,0.4933,2.3445,4.6993,0.215046
0.5791,4,1.7166,0.741,0.2461,1.5956,0.4224,2.739,0.420858
0.8186,3,12.713,5.1766,0.2462,0.4394,3.1301,5.5859,0.181385
0.8696,5,19.1813,4.4117,0.2463,0.473,4.7241,9.0719,0.13044
0.8222,9,9.4988,1.2837,0.2466,1.0257,2.3429,9.7425,0.177819
0.6752,5,3.2022,0.9486,0.2466,1.3008,0.7896,4.1655,0.324826
0.8427,8,12.4491,1.8466,0.247,0.7886,3.0755,9.817,0.157303
0.7605,10,4.678,0.6152,0.247,1.8727,1.1557,8.7603,0.239537
0.7473,7,4.9924,0.9544,0.2471,1.2948,1.2336,6.4644,0.252747
0.862,9,15.0882,1.9448,0.2473,0.7615,3.7317,11.4901,0.137961
0.6326,9,1.4194,0.2493,0.2475,4.2589,0.3513,6.045,0.367361
0.791,10,6.4282,0.8127,0.2477,1.4782,1.5924,9.502,0.209044
0.6987,7,3.1933,0.6529,0.2477,1.7793,0.791,5.6818,0.301303
0.8278,10,9.6571,1.1666,0.2478,1.1049,2.3927,10.6705,0.172221
0.6204,1,4.0914,6.5952,0.2478,0.3994,1.0137,1.634,0.379644
0.8363,4,13.9774,4.1783,0.2484,0.4877,3.4715,6.8167,0.163683
0.8489,4,15.8612,4.671,0.2486,0.4627,3.943,7.3386,0.151086
0.786,3,9.5116,4.0336,0.2487,0.4966,2.3653,4.7233,0.213977
0.7217,2,6.4993,4.5028,0.2487,0.4708,1.6163,3.0597,0.278302
0.8489,6,14.4034,2.828,0.2488,0.6024,3.584,8.6772,0.151135
0.8481,6,14.2792,2.8061,0.2489,0.6053,3.5547,8.6434,0.151881
0.8468,5,14.7295,3.479,0.249,0.5364,3.6676,7.9014,0.15324
0.8639,6,17.0608,3.2914,0.2491,0.553,4.2504,9.4338,0.136097
0.7339,6,4.74,1.0765,0.2491,1.1781,1.1808,5.5841,0.266109
0.8531,2,18.5114,10.8494,0.2492,0.3414,4.6131,6.3194,0.146892
0.8645,8,15.9698,2.309,0.2493,0.6824,3.9814,10.8978,0.135451
0.87,7,17.6774,2.9025,0.2494,0.594,4.4095,10.4998,0.129953
0.7834,3,9.269,3.9439,0.2497,0.5033,2.3147,4.6649,0.216597
0.7183,8,3.4906,0.6075,0.2497,1.8959,0.8717,6.6177,0.281747
0.7559,6,5.7556,1.269,0.2498,1.0378,1.4378,5.9732,0.244095
0.6723,5,3.0871,0.9184,0.2498,1.3386,0.7711,4.1325,0.327725
0.7144,4,4.8366,1.6926,0.2499,0.8407,1.2086,4.0661,0.285622
0.874,8,17.9308,2.5644,0.25,0.6399,4.4827,11.4747,0.125991
0.7808,3,9.06,3.8681,0.25,0.5085,2.2649,4.6072,0.219246
0.7454,2,7.6479,5.1298,0.2501,0.4451,1.9129,3.4038,0.25456
0.8568,9,13.9881,1.814,0.2502,0.8015,3.4995,11.2109,0.143178
0.8481,10,12.1417,1.4317,0.2502,0.9487,3.0379,11.5184,0.151949
0.7649,9,5.128,0.7449,0.2502,1.5927,1.2831,8.1672,0.235091
0.8084,6,9.4101,1.94,0.2503,0.7657,2.3551,7.2056,0.191591
0.8635,3,19.3187,7.4572,0.2505,0.3846,4.8389,7.4295,0.136466
0.8278,10,9.5466,1.1532,0.2507,1.1179,2.3936,10.6718,0.172189
0.7428,4,6.0554,2.0379,0.2508,0.7415,1.5189,4.4903,0.25716
0.8479,6,14.1209,2.7758,0.251,0.6113,3.5448,8.632,0.152136
0.6113,9,1.1333,0.206,0.2513,5.1058,0.2847,5.7864,0.388708
0.8154,6,10.0284,2.0499,0.2517,0.7395,2.5237,7.416,0.184624
0.8122,2,12.7067,7.8225,0.2517,0.3796,3.1988,4.8232,0.18781
0.8694,6,18.0214,3.4546,0.2518,0.5413,4.538,9.7546,0.130557
0.7757,5,7.3425,1.8932,0.2518,0.78,1.8489,5.7272,0.22434
0.5779,4,1.6601,0.7182,0.2519,1.6443,0.4182,2.7297,0.422127
0.8121,9,8.3308,1.1398,0.252,1.1294,2.0991,9.4084,0.187856
0.8538,10,12.9315,1.5145,0.2521,0.9124,3.2607,11.7991,0.146158
0.7931,2,10.8503,6.8401,0.2525,0.3987,2.7401,4.3264,0.206863
0.741,1,8.3939,11.3281,0.2525,0.3408,2.1197,2.8607,0.25902
0.6926,5,3.607,1.0416,0.2527,1.2127,0.9113,4.3743,0.307411
0.8783,9,18.1768,2.2996,0.2529,0.6878,4.5976,12.502,0.121725
0.8421,8,12.0797,1.7931,0.2529,0.8106,3.0548,9.7916,0.157897
0.8418,6,13.108,2.5953,0.2531,0.6384,3.3178,8.3684,0.158222
0.8096,9,8.0545,1.1055,0.2534,1.158,2.0412,9.3272,0.190446
0.7884,3,9.5191,4.0247,0.2534,0.5019,2.4122,4.7773,0.211609
0.5934,2,2.7031,2.2775,0.2534,0.6925,0.6851,1.8719,0.406569
0.8783,9,18.1432,2.2952,0.2535,0.6892,4.5994,12.5042,0.121695
0.7101,3,5.1622,2.4234,0.2537,0.6663,1.3095,3.4397,0.289936
0.8521,7,14.0162,2.3498,0.2543,0.6799,3.565,9.5298,0.147887
0.8266,7,10.5852,1.8293,0.2544,0.801,2.6929,8.4792,0.173381
0.7007,1,6.4459,9.1992,0.2545,0.3632,1.6405,2.3412,0.299296
0.6701,5,2.9761,0.8883,0.2545,1.3803,0.7574,4.1079,0.329901
0.651,10,1.504,0.231,0.2545,4.5832,0.3828,6.8931,0.348967
0.7851,5,7.8889,2.0097,0.2551,0.7527,2.0126,5.9381,0.214901
0.7945,1,12.0019,15.1066,0.2559,0.3221,3.0713,3.8658,0.205518
0.8385,3,14.6912,5.8402,0.2561,0.4274,3.7629,6.2785,0.161484
0.8269,8,10.0638,1.5214,0.2562,0.9134,2.5779,9.1928,0.173146
0.85,3,16.4366,6.4454,0.2563,0.4114,4.212,6.7621,0.149951
0.795,3,9.9479,4.1709,0.2563,0.4961,2.5501,4.9352,0.204968
0.8395,8,11.5633,1.7218,0.2564,0.8372,2.9648,9.6805,0.160535
0.7571,9,4.6281,0.6792,0.2564,1.7288,1.1866,8.0009,0.242857
0.8538,6,14.7641,2.882,0.2565,0.6035,3.7871,8.91,0.14618
0.795,8,7.1836,1.1295,0.2566,1.142,1.8436,8.2039,0.20497
0.7892,1,11.5166,14.5919,0.2566,0.3252,2.9556,3.7448,0.210757
0.6831,5,3.2816,0.9608,0.2568,1.2976,0.8427,4.2581,0.316916
0.5458,2,1.9456,1.7824,0.2568,0.8178,0.4996,1.5911,0.454209
0.8516,2,17.7033,10.3939,0.2569,0.3531,4.5474,6.2507,0.148379
0.7815,3,8.8672,3.7824,0.2569,0.5213,2.2779,4.6223,0.218546
0.7788,7,6.4655,1.1861,0.2571,1.1002,1.6623,7.1136,0.221248
0.5113,3,1.1932,0.7779,0.2572,1.5428,0.3069,1.8408,0.488694
0.6942,10,2.2942,0.3305,0.2574,3.2834,0.5904,7.5327,0.305776
0.7621,2,8.3896,5.5043,0.2575,0.4392,2.1606,3.6848,0.237908
0.8356,1,16.4855,19.7291,0.2576,0.3083,4.2468,5.0824,0.164408
0.7016,1,6.4018,9.1246,0.2577,0.3673,1.6496,2.3512,0.298399
0.8144,8,8.7467,1.3425,0.2578,1.0027,2.2552,8.7705,0.185589
0.8393,2,15.7041,9.3559,0.2579,0.3648,4.05,5.7285,0.160741
0.8243,8,9.7202,1.474,0.258,0.9365,2.508,9.1026,0.175675
0.8728,8,17.0841,2.4469,0.2582,0.6669,4.4115,11.3935,0.127246
0.6549,4,2.9439,1.1238,0.2582,1.148,0.76,3.3797,0.345077
0.8422,3,15.0938,5.9739,0.2583,0.4257,3.8993,6.4259,0.157788
0.7093,7,3.3712,0.679,0.2583,1.731,0.8706,5.8357,0.29071
0.8295,1,15.6046,18.8124,0.2586,0.3117,4.0352,4.8646,0.170513
0.8203,4,11.4987,3.5046,0.2586,0.5439,2.9734,6.2544,0.179738
0.7636,2,8.4507,5.5333,0.2586,0.4393,2.1852,3.7125,0.23638
0.759,5,6.1732,1.6267,0.2586,0.8733,1.5963,5.3912,0.241006
0.8501,8,12.9469,1.9037,0.2587,0.784,3.3494,10.1502,0.149899
0.8764,5,19.802,4.5188,0.2588,0.4801,5.1243,9.5064,0.123574
0.5039,1,1.9779,3.9249,0.2588,0.5136,0.512,1.0159,0.496058
0.6898,10,2.1828,0.3164,0.2589,3.4192,0.565,7.4634,0.310162
0.6977,1,6.2132,8.9055,0.2591,0.3714,1.6101,2.3077,0.30232
0.8622,3,18.3977,7.1129,0.2593,0.3999,4.7702,7.3567,0.137819
0.5873,6,1.2747,0.3617,0.2595,3.0238,0.3307,3.8545,0.412713
0.862,7,15.4077,2.5535,0.2596,0.6512,4.0001,10.034,0.138016
0.8543,2,17.9435,10.5014,0.2602,0.3554,4.6687,6.3774,0.145659
0.8589,5,16.0757,3.7433,0.2603,0.5275,4.1851,8.4797,0.141087
0.8336,4,12.9807,3.8931,0.2603,0.5172,3.3792,6.7135,0.16642
0.7436,4,5.8722,1.9743,0.2603,0.7668,1.5283,4.5027,0.256403
0.6819,10,2.0049,0.294,0.2603,3.6616,0.5219,7.3411,0.318083
0.865,8,15.3666,2.2206,0.2605,0.7108,4.003,10.923,0.135011
0.8506,7,13.4388,2.257,0.2608,0.7039,3.5046,9.4589,0.149382
0.8245,3,12.6454,5.1125,0.261,0.4566,3.3006,5.7741,0.175519
0.8404,3,14.6775,5.8216,0.2611,0.4328,3.8319,6.3531,0.159592
0.7966,8,7.1774,1.1262,0.2611,1.149,1.8738,8.2468,0.203381
0.7598,1,9.2035,12.1134,0.2611,0.3437,2.4031,3.1629,0.240219
0.7513,3,6.8573,3.0426,0.2611,0.5898,1.7903,4.0441,0.248741
0.6357,7,1.7169,0.3858,0.2611,2.8529,0.4483,4.8982,0.364296
0.857,3,17.2975,6.7282,0.2612,0.4098,4.518,7.0889,0.143036
0.7611,7,5.3764,1.0092,0.2612,1.252,1.404,6.7315,0.238941
0.849,4,15.1022,4.4471,0.2613,0.4862,3.9464,7.3424,0.151001
0.8412,7,12.0685,2.0495,0.2613,0.7493,3.154,9.0425,0.158777
0.7782,1,10.4504,13.4291,0.2613,0.3357,2.7302,3.5084,0.221809
0.8451,6,13.1579,2.5949,0.2614,0.6467,3.4391,8.5097,0.154903
0.7408,9,3.8573,0.5786,0.2614,1.9898,1.0083,7.6753,0.259219
0.7773,1,10.3744,13.3472,0.2615,0.3364,2.7125,3.4897,0.22273
0.836,5,12.5271,2.997,0.2616,0.5953,3.2773,7.4571,0.164035
0.7381,3,6.1821,2.7917,0.2617,0.6199,1.618,3.8324,0.261858
0.8597,9,13.8414,1.789,0.2618,0.8207,3.6233,11.3602,0.140342
0.7876,9,6.1814,0.872,0.2619,1.4086,1.6187,8.7073,0.212386
0.8757,8,17.4826,2.4954,0.2621,0.6629,4.5828,11.5886,0.124271
0.8563,5,15.4488,3.6082,0.2632,0.5403,4.0662,8.3477,0.143692
0.8431,1,17.1993,20.3993,0.2635,0.3125,4.5317,5.3748,0.156867
0.7532,1,8.7194,11.5771,0.2635,0.3499,2.298,3.0511,0.246844
0.672,5,2.9192,0.8689,0.2635,1.4144,0.7691,4.1289,0.328036
0.6571,6,2.2984,0.583,0.2636,1.9789,0.6059,4.5484,0.342916
